RECORD_TIME,R1_AVG_VALUE,R2_AVG_VALUE,R3_AVG_VALUE,H_WIND_AMOUNT,H_COLD_PRESS,H_UPRESS,H_PRESS_DIFF,H_TQXZS,H_ACT_FS,H_GDFN,S,T,¦Î
2023-08-10 11:00:00,223.6,73.81,39.33,5891.65,440.97,250.26,180.16,32.63,252.82,12950.3,0.191,395.7,0.029
2023-08-10 10:00:00,187.75,64.24,38.28,5883.77,437.97,250.33,177.39,33.2,254.82,13139.1,0.231,404.2,0.035
2023-08-10 09:00:00,196.12,75.4,39.96,5929.03,436.52,250.38,175.63,33.76,258.1,13569.54,0.179,439.8,0.05
2023-08-10 08:00:00,220.19,86.76,41.68,5893.95,436.21,250.33,175.53,33.63,253.37,12999.15,0.25,406.6,0.042
2023-08-10 07:00:00,237.14,92.53,42.86,5836.34,437.08,250.34,176.91,33.04,249.88,12535.85,0.227,400.3,0.036
2023-08-10 06:00:00,227.17,88.37,41.58,5899.87,438.84,250.41,177.98,33.13,255.29,13222.15,0.228,460.4,0.025
2023-08-10 05:00:00,234.9,87.83,40.77,5870.39,435.87,250.27,174.99,33.56,255.49,13174.51,0.217,394.5,0.03
2023-08-10 04:00:00,212.56,85.5,39.98,5911.15,437.33,250.3,176.51,33.52,256.97,13423.69,0.248,492.1,0.051
2023-08-10 03:00:00,202.46,78.49,39.12,5998.88,433.52,250.31,172.41,34.81,263.17,14267.99,0.201,414.1,0.029
2023-08-10 02:00:00,190.13,69.99,38.12,5899.42,434.57,250.37,173.37,34.06,258.24,13526.2,0.247,486.3,0.027
2023-08-10 01:00:00,193.35,69.44,38.42,5885.53,436.57,250.26,175.83,33.52,255.67,13215.17,0.213,397.6,0.038
2023-08-10 00:00:00,204.09,71.73,38.73,5913.37,434.68,250.27,173.84,34.05,257.59,13489.66,0.168,478.4,0.05
2023-08-09 23:00:00,180.25,67.72,39.07,5862.88,437.44,250.43,176.53,33.23,253.9,12986.06,0.164,499.9,0.049
2023-08-09 22:00:00,221.12,85.66,42.6,5905.13,437.66,250.32,176.7,33.45,256.4,13332.81,0.239,407.6,0.052
2023-08-09 21:00:00,221.74,85.94,41.11,5912.71,435.11,250.28,174.42,33.94,256.35,13348.84,0.25,464.2,0.035
2023-08-09 20:00:00,213.21,75.17,39.82,5900.6,437.71,250.31,176.86,33.38,254.31,13109.71,0.164,413.8,0.052
2023-08-09 19:00:00,219.74,74.48,39.79,5872.63,438.26,250.37,177.66,33.12,252.57,12896.37,0.238,485.4,0.025
2023-08-09 18:00:00,204.82,73.38,39.7,5885.15,436.42,250.32,175.7,33.5,255.72,13216.43,0.212,457.5,0.05
2023-08-09 17:00:00,238.71,76.44,39.73,5895.81,438.39,250.35,177.48,33.26,254.78,13148.24,0.164,400,0.038
2023-08-09 16:00:00,217.55,76.53,39.7,5862.01,437,250.42,176.31,33.21,252.49,12839.51,0.229,430.8,0.034
2023-08-09 15:00:00,206.79,72.64,38.96,5879.32,436.32,250.29,175.68,33.52,254.96,13130.71,0.238,399.2,0.038
2023-08-09 14:00:00,217.98,77.18,40.14,5862.65,437.77,250.28,177.09,33.14,252.39,12840.68,0.182,394.7,0.044
2023-08-09 13:00:00,223.11,80.71,40.42,5899.82,437.8,250.36,177.12,33.38,254.55,13139.12,0.176,452.8,0.029
2023-08-09 12:00:00,239.7,81.02,42.5,5918.41,436.65,250.38,175.7,33.72,256.72,13413.3,0.251,424.1,0.037
2023-08-09 11:00:00,236.65,77.97,41.51,5850.76,436.24,250.38,175.49,33.34,252.54,12830.94,0.209,493.4,0.046
2023-08-09 10:00:00,209.02,73.92,38.83,5891.25,439.3,250.45,178.55,33.03,253.9,13055.32,0.165,483.7,0.038
2023-08-09 09:00:00,192.29,75.34,38.09,5904.9,436.14,250.4,175.39,33.69,256.16,13309.16,0.188,390.2,0.037
2023-08-09 08:00:00,196.82,74.68,40.1,5839.36,437.62,250.32,177.01,33,252.23,12761.09,0.233,448,0.033
2023-08-09 07:00:00,209.75,75.96,40.19,5914.38,437.66,250.31,176.8,33.49,257.2,13458.08,0.169,493.6,0.034
2023-08-09 06:00:00,199.96,73.86,39.22,5946.19,434.85,250.39,173.79,34.26,260.95,13908.12,0.202,425.5,0.047
2023-08-09 05:00:00,201.14,76.16,40.4,5979.76,435.54,250.29,174.36,34.37,261.19,14026.95,0.215,474.3,0.03
2023-08-09 04:00:00,201.29,74.85,40.12,5953.04,435.48,250.28,174.35,34.16,260.89,13923.55,0.16,477.7,0.037
2023-08-09 03:00:00,189.32,73.3,40.22,5955.17,431.67,250.31,170.85,34.91,261.05,13957.25,0.245,412.7,0.038
2023-08-09 02:00:00,220.28,84.77,42.17,5907.69,436.28,250.36,175.39,33.71,255.28,13214.52,0.173,433.3,0.038
2023-08-09 01:00:00,230.97,89.37,41.38,5910.01,438.52,250.21,177.96,33.27,253.96,13105.43,0.253,468.2,0.04
2023-08-09 00:00:00,202.4,78.19,40.65,5967.52,436.91,250.31,176.05,33.9,257.46,13601.4,0.246,499.8,0.041
2023-08-08 23:00:00,222.56,88.35,41.95,5914.96,434.92,250.26,174.24,33.97,252.64,12958.14,0.207,426.8,0.04
2023-08-08 22:00:00,187.77,78.32,40.91,5822.34,439.12,250.31,178.9,32.56,246.8,12199.62,0.227,397.6,0.039
2023-08-08 21:00:00,207.66,87.69,40.79,5933.5,433.18,250.35,172.29,34.47,258.05,13591.95,0.256,456.4,0.051
2023-08-08 20:00:00,241.26,97.87,42.87,5912.51,435.72,250.32,174.75,33.89,255.25,13241.49,0.197,439,0.045
2023-08-08 19:00:00,232.39,90.2,41.8,5930.16,437.22,250.3,176.4,33.67,256.43,13403.45,0.259,436.8,0.031
2023-08-08 18:00:00,280.28,100.23,44.17,5967.16,432.44,250.18,171.48,34.82,262.12,14080.24,0.199,436.3,0.039
2023-08-08 17:00:00,222.98,83.67,39.48,5925.63,435.74,250.2,174.77,34,257.38,13486.95,0.23,390,0.051
2023-08-08 16:00:00,218.05,82.64,39.55,5881.97,436.69,250.39,176.11,33.42,251.03,12736.11,0.195,453.7,0.046
2023-08-08 15:00:00,221.54,83.84,39.27,5817.19,437.38,250.35,177.2,32.86,248.35,12344.96,0.175,418.6,0.045
2023-08-08 14:00:00,215.07,82.21,39.25,5890.65,436.6,250.33,175.58,33.54,255.9,13257.88,0.215,458.7,0.036
2023-08-08 13:00:00,200.39,75.78,38.94,5903.82,436.57,250.29,175.73,33.63,256.99,13398.73,0.212,421.6,0.038
2023-08-08 12:00:00,240.06,88.67,41.49,5924.07,434.97,250.23,174.07,34.07,259.87,13748.73,0.241,417.9,0.033
2023-08-08 11:00:00,244.75,90.56,40.67,5942.89,436.86,250.24,175.68,33.9,259.03,13692.61,0.243,506.3,0.052
2023-08-08 10:00:00,249.67,83.21,39.7,5946.37,438.22,250.33,177.34,33.57,257.41,13530.75,0.169,436.6,0.046
2023-08-08 09:00:00,212.05,74.03,38.03,5947.78,436.17,250.28,175.2,33.96,260.56,13883.97,0.218,412.3,0.038
2023-08-08 08:00:00,216.28,70.5,38.36,5911.75,435.71,250.26,174.56,33.86,258.14,13529.6,0.214,448.3,0.045
2023-08-08 07:00:00,209.26,70.87,37.87,5904.2,435.9,250.3,174.91,33.78,258.62,13568.31,0.181,442.3,0.039
2023-08-08 06:00:00,217.17,77.36,38.74,5908.37,434.75,250.55,173.67,34.04,257.76,13489.73,0.225,411,0.031
2023-08-08 05:00:00,236.51,80.07,39.45,5889.47,439.09,250.31,178.19,33.1,253.25,12976.71,0.248,422,0.038
2023-08-08 04:00:00,245.07,81.79,40.47,5905.47,439.41,250.31,178.74,33.14,255.18,13228.17,0.24,392.1,0.028
2023-08-08 03:00:00,264.79,87.48,42.09,5897.34,434.68,250.36,173.73,33.94,256.43,13313.68,0.219,435.8,0.032
2023-08-08 02:00:00,254.23,84.87,40.08,5866.15,440.68,250.49,179.75,32.59,250.45,12642.93,0.192,501.8,0.044
2023-08-08 01:00:00,237.39,77.38,39.1,5844.1,438.17,250.24,177.91,32.87,249.65,12524.19,0.208,410.7,0.035
2023-08-08 00:00:00,216.5,75.79,38.7,5930.31,436.51,250.23,175.56,33.8,258.45,13624.69,0.24,449.8,0.03
2023-08-07 23:00:00,241.28,87.06,39.4,5861.8,435.9,250.35,175.04,33.51,253.95,13000.1,0.184,399,0.027
2023-08-07 22:00:00,229.95,83.3,38.45,5858.85,437.34,250.33,176.76,33.2,252.93,12894.31,0.167,466.6,0.046
2023-08-07 21:00:00,225.43,78.79,38.95,5913.62,434.66,250.3,173.9,34.02,256.22,13340.46,0.208,488.1,0.026
2023-08-07 20:00:00,247.6,80.67,38.94,5911.62,436.66,250.43,175.67,33.65,254.25,13131.35,0.257,488.6,0.029
2023-08-07 19:00:00,221.62,74.83,37.13,5874.05,436.69,250.34,176.31,33.36,250.8,12678.87,0.201,406.6,0.049
2023-08-07 18:00:00,196.11,73.68,36.29,5856.87,435.8,250.39,175.4,33.44,251.98,12793.57,0.179,483.8,0.037
2023-08-07 17:00:00,235.32,81.75,38.05,5899.83,440.24,250.31,179.55,32.9,251.81,12857.24,0.206,446.3,0.048
2023-08-07 16:00:00,234.58,87.41,38.6,5883.71,438.69,250.4,178.12,33.04,252.32,12878.28,0.259,444.6,0.047
2023-08-07 15:00:00,237.65,82.39,38.67,5948.19,437.69,250.21,176.89,33.68,257.44,13543.19,0.207,439.6,0.028
2023-08-07 14:00:00,222.21,74.95,37.9,5890.17,438.01,250.29,177.33,33.31,254.19,13078.6,0.174,452.1,0.051
2023-08-07 13:00:00,201.53,72.64,37.61,5906.11,436.49,250.24,175.67,33.66,257.93,13499.65,0.196,437.4,0.032
2023-08-07 12:00:00,243.48,85.64,39.49,5925.34,437.03,250.18,176.23,33.68,259.24,13698.59,0.193,498.8,0.028
2023-08-07 11:00:00,218.05,72.62,37.63,5895.46,434.7,250.27,173.82,33.94,257.04,13382.82,0.202,470.2,0.039
2023-08-07 10:00:00,229.25,76.35,38.37,5863.77,438.18,250.36,177.45,33.07,254.4,13051.53,0.24,485.9,0.036
2023-08-07 09:00:00,209.99,69.5,35.99,5926.72,437.3,250.31,176.64,33.6,256.78,13434.21,0.232,421.9,0.025
2023-08-07 08:00:00,196.96,67.97,35.05,5962.56,439.03,250.45,177.82,33.57,257.99,13642.7,0.219,487.5,0.048
2023-08-07 07:00:00,198.57,67.82,35.56,5958.62,437.99,250.31,177.13,33.71,258.99,13735.96,0.202,461.1,0.035
2023-08-07 06:00:00,202.23,65.71,36.15,5973.67,434.4,250.49,173.24,34.55,262.11,14105.94,0.166,398.3,0.03
2023-08-07 05:00:00,218.43,68.34,36.31,5911.11,439.05,250.37,178.05,33.23,256.36,13341.07,0.188,471.8,0.028
2023-08-07 04:00:00,209.32,63.97,35.73,5877.49,436.4,250.28,175.8,33.52,255.95,13234.87,0.253,488.2,0.028
2023-08-07 03:00:00,182.93,59.84,35.76,5899.65,432.58,250.43,171.67,34.35,260.28,13731.09,0.185,508.2,0.035
2023-08-07 02:00:00,217.1,68.58,38.11,5891.7,434.4,250.31,173.4,34.05,257.9,13469.28,0.174,418.2,0.04
2023-08-07 01:00:00,202.28,67.73,37.85,5908.69,438.12,250.37,177.22,33.37,258.01,13527.03,0.208,435.1,0.047
2023-08-07 00:00:00,231.89,77.8,39.18,5958.49,429.74,250.25,168.62,35.37,264.22,14290.88,0.167,473.7,0.047
2023-08-06 23:00:00,239.13,78.9,39.09,5955.69,435.18,250.34,173.96,34.28,260.2,13864.79,0.216,414,0.032
2023-08-06 22:00:00,239.55,78,38.7,5970.21,437.57,250.23,176.69,33.81,259.07,13762.13,0.229,470.9,0.041
2023-08-06 21:00:00,226.17,71.33,38.04,5935.77,437.85,250.19,177.01,33.59,258.16,13589.25,0.174,392.9,0.045
2023-08-06 20:00:00,198.3,67.97,37.54,5956.3,439.35,250.36,178.19,33.45,259.47,13785.05,0.202,477.1,0.034
2023-08-06 19:00:00,198.4,75.17,38.95,5986.1,432.44,250.44,171.11,34.99,263.81,14330.49,0.253,452.7,0.049
2023-08-06 18:00:00,232.03,78.59,40.03,5913.16,435.16,250.26,174.35,34.01,257.01,13417.15,0.243,432,0.046
2023-08-06 17:00:00,225.46,70.8,38.7,5866.12,437.6,250.27,176.92,33.19,253.11,12907.86,0.229,392.9,0.035
2023-08-06 16:00:00,215.97,71.73,40.61,5880.8,438.67,250.31,177.99,33.04,254.99,13135.45,0.17,395.4,0.029
2023-08-06 15:00:00,248.57,82.79,41.32,5889.69,438.28,250.35,177.62,33.2,255.01,13171.05,0.225,420,0.03
2023-08-06 14:00:00,230.42,74.24,38.91,5899.21,438.63,250.3,177.84,33.22,255.79,13266.12,0.197,429.9,0.026
2023-08-06 13:00:00,200.29,66.5,37.85,5906.65,438.15,250.3,177.23,33.33,258,13510.61,0.224,469.4,0.043
2023-08-06 12:00:00,221.61,74.26,38.97,5922.01,438.29,250.3,177.41,33.47,258.42,13601.05,0.191,480.2,0.03
2023-08-06 11:00:00,221.68,75.5,38.73,5941.77,437.44,250.29,176.29,33.75,259.58,13760.06,0.232,402.6,0.034
2023-08-06 10:00:00,217.83,75.83,38.86,5951.8,438.29,250.38,177.14,33.62,259.77,13814.87,0.258,470.6,0.041
2023-08-06 09:00:00,232.95,81.11,38.82,5982.42,438.42,250.43,177.22,33.85,262,14112.74,0.173,413.3,0.031
2023-08-06 08:00:00,243.52,78.75,39.79,5997.75,435.44,250.29,174.06,34.53,263.39,14321.8,0.191,504,0.043
2023-08-06 07:00:00,249.59,81.56,40.31,5925.1,438.25,250.29,177.43,33.46,257.76,13537.23,0.176,442.7,0.029
2023-08-06 06:00:00,264.32,82.71,40.91,5953.12,438.52,250.35,177.54,33.58,257.9,13608.81,0.213,447.4,0.032
2023-08-06 05:00:00,253.43,75.66,38.6,5943.85,437.85,250.38,176.61,33.68,258.86,13670.24,0.188,417.9,0.026
2023-08-06 04:00:00,215.31,73.02,37.11,5889.33,436.05,250.47,175.2,33.64,255.52,13235.9,0.199,509.3,0.05
2023-08-06 03:00:00,192.39,67.86,34.95,5940.62,438.82,250.44,177.96,33.44,254.95,13271,0.229,408.3,0.033
2023-08-06 02:00:00,196.28,74.07,37.79,5917.82,439.56,250.42,178.48,33.19,254.93,13215.03,0.192,507.3,0.05
2023-08-06 01:00:00,229.08,86.52,40.53,5910.74,437.71,250.32,177.03,33.41,252.4,12932.39,0.172,459,0.047
2023-08-06 00:00:00,296.45,110.12,50.24,5868.6,436.52,250.36,176.32,33.38,248.12,12420.66,0.226,429,0.048
2023-08-05 23:00:00,257.02,84.58,45.15,5835.29,436.97,250.37,176.35,33.14,250.64,12611.73,0.196,414.7,0.035
2023-08-05 22:00:00,243.05,81.6,44.67,5843.02,437.48,250.36,177.1,33.03,249.49,12510.25,0.223,428.1,0.033
2023-08-05 21:00:00,289.76,89.7,46.22,5859.81,438.51,250.23,177.85,32.99,252.78,12865.58,0.221,479.2,0.033
2023-08-05 20:00:00,273.33,91.24,45.45,5864.81,439.09,250.26,178.29,32.92,253.23,12922.36,0.259,467.9,0.042
2023-08-05 19:00:00,243.97,88.94,43.3,5852.52,438.22,250.34,177.51,33.02,252.9,12857.28,0.18,440,0.029
2023-08-05 18:00:00,271.91,102.27,45.09,5829.45,437.51,250.26,176.86,32.98,251.57,12685.62,0.178,447.3,0.043
2023-08-05 17:00:00,245.23,91.02,43.7,5896.44,436.97,250.42,175.71,33.6,256.75,13380.13,0.236,444.1,0.028
2023-08-05 16:00:00,243.71,84.72,43.05,5871.6,435.72,250.33,174.63,33.64,256.24,13262.79,0.224,448.2,0.027
2023-08-05 15:00:00,235.33,85.58,42.78,5881.2,436.02,250.34,174.95,33.61,256.34,13278.19,0.202,456.1,0.051
2023-08-05 14:00:00,253.52,92.71,43.5,5916.25,435.45,250.43,174.08,34.02,258.79,13620.19,0.19,479.2,0.044
2023-08-05 13:00:00,240.01,83.45,40.68,5958.57,435.23,250.38,173.85,34.27,260.87,13944.37,0.168,461.3,0.039
2023-08-05 12:00:00,205.14,76.81,38.83,5942.72,437.76,250.29,176.69,33.63,258.13,13609.77,0.225,418.4,0.029
2023-08-05 11:00:00,234.48,80.72,40.35,5965.72,437.83,250.35,176.38,33.84,260.26,13885.86,0.165,506.3,0.05
2023-08-05 10:00:00,238.91,84.87,40.59,5962.52,436.83,250.29,175.6,33.93,260.02,13865.23,0.245,465.1,0.045
2023-08-05 09:00:00,245.63,88.43,43.05,6012.75,436.44,250.5,174.79,34.43,262.34,14218.08,0.255,491.9,0.044
2023-08-05 08:00:00,261.25,93.36,44.93,6003.39,435.98,250.55,174.28,34.43,262.99,14257.97,0.253,436.2,0.027
2023-08-05 07:00:00,233.71,81.33,43.28,5982.65,434.99,250.35,173.57,34.5,263.06,14226.81,0.246,464.3,0.029
2023-08-05 06:00:00,240.63,85.88,44.46,5963.01,436.82,250.41,175.54,34,260.02,13861.07,0.236,480.4,0.048
2023-08-05 05:00:00,231.22,86.13,43.32,5938.13,438.15,250.52,176.78,33.62,256.43,13431.3,0.21,478.1,0.05
2023-08-05 04:00:00,254.73,91.08,45.63,5818.41,437.29,250.4,176.74,32.96,250.49,12557.15,0.188,493.8,0.049
2023-08-05 03:00:00,264.5,90.9,44.94,5871.12,439.03,250.32,178.39,32.95,252.51,12872.34,0.198,508.4,0.044
2023-08-05 02:00:00,229.15,79.52,43.22,5899.23,436.42,250.49,175.2,33.7,256.02,13291.98,0.178,491.3,0.025
2023-08-05 01:00:00,258.79,88.76,46.23,5863.95,436.23,250.16,175.56,33.44,254.81,13084.17,0.241,478.7,0.039
2023-08-05 00:00:00,240.38,83.65,44.69,5891.32,438.68,250.37,177.94,33.14,253.75,13054.14,0.258,425.7,0.041
2023-08-04 23:00:00,258.89,85.41,44.19,5905.56,438.54,250.26,177.38,33.34,256.88,13387.88,0.238,458.6,0.041
2023-08-04 22:00:00,255.43,88.21,44.85,5915.93,437.62,250.26,176.81,33.52,256.16,13341.51,0.181,501.8,0.026
2023-08-04 21:00:00,247.76,88.12,44.31,5942.01,437.87,250.28,176.76,33.67,258.26,13612.95,0.164,433.2,0.026
2023-08-04 20:00:00,251.63,85.56,43.67,5946.41,435.65,250.34,174.4,34.12,259.5,13767.18,0.189,499.7,0.034
2023-08-04 19:00:00,238.22,87.34,41.98,5915.92,437.28,250.27,176.14,33.6,258.13,13553.55,0.254,439,0.051
2023-08-04 18:00:00,221.78,85.17,42.06,5932.18,437.24,250.38,176.06,33.73,258.25,13604.37,0.247,432.1,0.05
2023-08-04 17:00:00,227.94,86.96,43.47,5892.74,435.75,250.37,174.56,33.79,257.19,13387.13,0.244,426.2,0.032
2023-08-04 16:00:00,261.97,98.01,44.57,5853.63,436.86,250.1,176.2,33.24,255.22,13103.25,0.224,439.2,0.045
2023-08-04 15:00:00,257.88,96.59,42.26,5786.81,434.97,250.38,174.3,33.23,253.99,12833.06,0.212,456.9,0.026
2023-08-04 14:00:00,221.89,88.84,40.9,5840.19,431.62,250.39,170.34,34.3,259.58,13529.28,0.259,467.8,0.044
2023-08-04 13:00:00,239.79,95.37,43.27,5913.11,433.73,250.11,172.83,34.28,260.89,13843.92,0.259,430,0.025
2023-08-04 12:00:00,263.14,103.85,43.54,5943.69,435.46,250.27,174.39,34.17,260.63,13876.44,0.209,399.8,0.025
2023-08-04 11:00:00,272.97,100.55,42.28,5910.11,437.29,250.51,176.03,33.57,256.35,13335.41,0.188,508.9,0.032
2023-08-04 10:00:00,268.31,106.62,42.46,5901.07,435.53,250.18,174.99,33.77,255.57,13242.04,0.201,508.9,0.044
2023-08-04 09:00:00,275.69,104.85,43.14,5867.21,434.7,250.14,174.45,33.69,250.98,12702.72,0.228,480.1,0.046
2023-08-04 08:00:00,265.73,102.45,43.16,5842.16,436.53,250.16,176.25,33.3,251.31,12724.82,0.201,495.5,0.034
2023-08-04 07:00:00,271.38,103.06,43.14,5937.55,439.1,250.39,178.21,33.37,256.66,13439.81,0.255,480.2,0.051
2023-08-04 06:00:00,238.33,92.73,41.48,5965.72,438.04,250.37,177.02,33.76,258.28,13669.97,0.246,390.3,0.039
2023-08-04 05:00:00,250.11,98.64,42.66,5945.05,438.27,250.41,176.99,33.61,257.88,13588.76,0.223,475.8,0.044
2023-08-04 04:00:00,253.45,93.46,41.11,5938.11,436.13,250.38,174.92,33.94,260.38,13828.22,0.192,504.8,0.034
2023-08-04 03:00:00,266.69,102.37,43.48,5876.1,434.73,250.26,173.58,33.82,260.36,13681.77,0.172,498.8,0.044
2023-08-04 02:00:00,273.2,99.29,43.38,5916.14,437.64,250.21,176.46,33.59,259.8,13720.53,0.239,468.5,0.046
2023-08-04 01:00:00,241.38,92.7,40.9,5923.63,437.2,250.27,176.2,33.7,259.28,13695.74,0.223,408.7,0.031
2023-08-04 00:00:00,246.67,96.07,40.4,5963.28,436.7,250.38,175.29,34,261.35,14005.73,0.227,398.6,0.038
2023-08-03 23:00:00,262.93,97.8,40.56,5957.93,436.66,250.27,175.3,34.01,261.15,13958.27,0.19,429.9,0.047
2023-08-03 22:00:00,259.34,95.55,40.3,5973.95,439.62,250.25,178.34,33.52,260.15,13888.35,0.239,492.4,0.033
2023-08-03 21:00:00,243.08,92.33,38.68,5985.24,437.4,250.36,175.97,34.02,260.95,14013.54,0.239,461.3,0.026
2023-08-03 20:00:00,233.33,90.12,37.69,6003.85,437.65,250.35,176.21,34.11,262.26,14194.15,0.199,477.3,0.043
2023-08-03 19:00:00,247.33,95.2,37.39,5999.22,435.21,250.29,173.95,34.54,263.45,14310.61,0.255,490.3,0.034
2023-08-03 18:00:00,247.26,96.19,37.98,5993.95,434.6,250.31,173.15,34.64,263.16,14254.74,0.23,483.1,0.031
2023-08-03 17:00:00,273.7,102.81,39.82,5984.18,435.26,250.17,173.74,34.44,262.98,14217.57,0.242,473.6,0.034
2023-08-03 16:00:00,255.18,99.94,41.3,6005.48,437.93,250.48,176.33,34.07,262.87,14262.98,0.213,450.6,0.037
2023-08-03 15:00:00,261.45,102.14,43.15,6029.47,436.4,250.33,174.87,34.51,264.01,14445.82,0.187,414.4,0.044
2023-08-03 14:00:00,282.5,113.48,44.04,5981.1,435.75,250.28,174.15,34.4,262.35,14163.84,0.172,463.9,0.027
2023-08-03 13:00:00,251.86,109.19,44.35,5837.96,436.3,250.35,175.66,33.28,252.21,12762.91,0.191,508.6,0.027
2023-08-03 12:00:00,283.24,108.1,45.17,5884.41,434.49,250.23,173.72,33.9,255.48,13217.37,0.178,459.1,0.035
2023-08-03 11:00:00,295.05,107.6,45.41,5930.31,434.41,250.3,173.01,34.29,260.73,13857,0.23,437.1,0.046
2023-08-03 10:00:00,274.81,102.68,42.6,5947.46,437.11,250.25,175.81,33.81,259.72,13798.9,0.246,452.4,0.03
2023-08-03 09:00:00,244.82,95.73,41.9,5970.19,438.45,250.16,177.29,33.74,259.73,13826.92,0.252,460.8,0.026
2023-08-03 08:00:00,280.74,101.31,44.85,5956.2,436.87,250.23,175.59,33.96,260.23,13858.21,0.222,463.2,0.031
2023-08-03 07:00:00,288.84,107.88,44.49,5949.46,438.98,250.33,177.63,33.5,259.8,13797.42,0.218,446.6,0.04
2023-08-03 06:00:00,244.37,95.86,40.86,5968.25,435.97,250.37,174.71,34.2,261.32,14019.4,0.174,442.1,0.048
2023-08-03 05:00:00,249.86,96.94,40.53,5949.98,433.98,250.4,172.36,34.54,262.52,14089.43,0.259,496.1,0.037
2023-08-03 04:00:00,230.94,91.16,40.16,5959.81,434.01,250.3,172.63,34.59,262.99,14157.38,0.165,431.5,0.051
2023-08-03 03:00:00,250.82,96.06,40.83,5959.51,433.75,250.56,172.2,34.66,262.44,14114.1,0.178,464.4,0.03
2023-08-03 02:00:00,244.34,99.43,39.87,5960.86,436.59,250.4,175.12,34.1,260.68,13902.63,0.164,495.9,0.028
2023-08-03 01:00:00,237.52,95.15,40.2,5955.1,436.29,250.3,175.28,34.01,258.45,13670.79,0.217,460.7,0.036
2023-08-03 00:00:00,246.56,94.54,40.03,5965.07,436.49,250.36,175.23,34.04,260.61,13928.59,0.198,442.6,0.025
2023-08-02 23:00:00,230.21,91.53,39.19,5951.62,438.28,250.5,176.51,33.7,262.14,14048.12,0.189,398.1,0.029
2023-08-02 22:00:00,248.84,93.77,38.6,5960.65,435.49,250.49,174.09,34.24,262.54,14127.38,0.197,441.9,0.041
2023-08-02 21:00:00,246.06,97.14,37.82,5970.14,435.68,250.4,174.25,34.29,262.12,14091.02,0.216,487.3,0.051
2023-08-02 20:00:00,238.36,91.98,36.18,5974.2,436.04,250.34,174.54,34.28,262.61,14150.85,0.198,473.2,0.028
2023-08-02 19:00:00,213.7,86.29,35.95,5971.11,436.6,250.31,175.22,34.13,262.26,14121.34,0.224,433.7,0.045
2023-08-02 18:00:00,216.87,88.78,38.84,5969.3,438.19,250.35,176.79,33.81,262.1,14096.59,0.176,499.1,0.051
2023-08-02 17:00:00,253.95,97,41.23,5974.82,435.71,250.32,174.03,34.4,264.08,14321.47,0.244,420.4,0.049
2023-08-02 16:00:00,205.85,86.18,40.32,5939.59,433.42,250.31,172.02,34.59,262.69,14084.26,0.223,457.9,0.027
2023-08-02 15:00:00,251.42,99.01,41.08,5925.89,435.76,250.21,174.63,33.96,259.94,13762.74,0.203,433.5,0.039
2023-08-02 14:00:00,228.04,91.02,38.88,5937.43,435.95,250.04,174.76,34.07,260.56,13850.16,0.23,460.4,0.029
2023-08-02 13:00:00,199.97,86.53,38.23,5931.08,435.68,250.4,174.33,34.04,260.24,13799.59,0.219,465.5,0.028
2023-08-02 12:00:00,226.13,100.31,39.77,5912.41,434.02,250.53,172.62,34.24,260.5,13787.79,0.171,416.7,0.048
2023-08-02 11:00:00,248.35,105.76,39.88,5915.51,434.97,250.37,173.62,34.09,259.28,13687.02,0.212,496.8,0.047
2023-08-02 10:00:00,233.6,95.84,38.95,5928.7,436.17,250.26,175.01,33.89,259.37,13707.06,0.252,475.8,0.026
2023-08-02 09:00:00,239.51,99.04,39.62,5940.78,436.34,250.27,175.19,33.93,259.41,13724.42,0.165,504.5,0.037
2023-08-02 08:00:00,225.23,94.78,39.18,5940.07,436.76,250.53,175.17,33.93,258.84,13671.72,0.254,450.4,0.028
2023-08-02 07:00:00,220.52,92.56,38.42,5931.01,437.09,250.39,176.01,33.75,258.19,13584.49,0.214,403.2,0.048
2023-08-02 06:00:00,236.5,95.87,38.21,5924.45,436.32,250.45,175.05,33.92,258.76,13626.81,0.237,403.4,0.044
2023-08-02 05:00:00,214.39,94.09,38,5930.89,437.22,250.34,175.87,33.74,258.17,13581.17,0.224,465.3,0.03
2023-08-02 04:00:00,206.04,93.84,38.08,5923.41,436.24,250.41,174.99,33.86,258.28,13571.87,0.168,447.6,0.032
2023-08-02 03:00:00,229.02,100.12,39.69,5904.83,436.85,250.35,175.76,33.63,257.05,13413.24,0.169,438.8,0.028
2023-08-02 02:00:00,214.65,94.88,38.83,5928.53,439.03,250.35,177.76,33.4,256.51,13404.31,0.246,494.3,0.033
2023-08-02 01:00:00,215.55,95.41,38.99,5977.63,438.71,250.35,177.44,33.71,259.21,13801.01,0.222,460.5,0.031
2023-08-02 00:00:00,233.61,97.3,39.52,5963.61,438.59,250.3,177.48,33.64,257.6,13598.51,0.231,475.8,0.031
2023-08-01 23:00:00,230.94,97.45,39.57,5904.87,438.58,250.46,177.06,33.35,255.99,13304.98,0.197,509.4,0.039
2023-08-01 22:00:00,206.86,89.76,39.2,5879.4,438.13,250.33,177.16,33.21,254.87,13104.6,0.213,390.2,0.049
2023-08-01 21:00:00,223.42,97.69,39.45,5880.89,437.51,250.31,176.7,33.33,252.99,12946.23,0.226,490.8,0.043
